"ID","TABLE_HCODE","TABLE_ENAME","IS_DISPLAY","COLUMN_ENAME","COLUMN_CNAME","DISPLAY_ALIAS","COLUMN_TYPE","COLUMN_CATEGORY","COLUMN_NULLABLE","COLUMN_DESC","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME"
1,"1",SecuMain,1,ID,ID,,bigint,,否,"",,,1,,"2024-06-06 17:48:06",,"2024-06-06 17:48:06"
2,"1",SecuMain,1,InnerCode,证券内部编码,,int,,否,"",,,1,,"2024-06-06 17:48:06",,"2024-06-06 17:48:06"
3,"1",SecuMain,1,CompanyCode,公司代码,,int,,"","公司代码(CompanyCode)：当本表SecuCategory IN (8,13)即基金相关时，对应的基金管理人代码可通过本表InnerCode关联MF_FundArchives.InnerCode，取MF_FundArchives.InvestAdvisorCode",,,1,,"2024-06-06 17:48:06",,"2024-06-06 17:48:06"
4,"1",SecuMain,1,SecuCode,证券代码,,varchar(30),,"","",,,1,,"2024-06-06 17:48:06",,"2024-06-06 17:48:06"
5,"1",SecuMain,1,ChiName,中文名称,,varchar(200),,"",这里是公司的全称，例如“美的集团股份有限公司”，在查询时，如果使用该字段，请尽量使用模糊查询 LIKE。,,,1,,"2024-06-06 17:48:06",,"2024-09-03 15:12:42"
6,"1",SecuMain,1,ChiNameAbbr,中文名称缩写,,varchar(100),,"","",,,1,,"2024-06-06 17:48:07",,"2024-06-06 17:48:07"
7,"1",SecuMain,1,EngName,英文名称,,varchar(200),,"","",,,1,,"2024-06-06 17:48:07",,"2024-06-06 17:48:07"
8,"1",SecuMain,1,EngNameAbbr,英文名称缩写,,varchar(50),,"","",,,1,,"2024-06-06 17:48:07",,"2024-06-06 17:48:07"
9,"1",SecuMain,1,SecuAbbr,证券简称,,varchar(100),,"","",,,1,,"2024-06-06 17:48:07",,"2024-06-06 17:48:07"
10,"1",SecuMain,1,ChiSpelling,拼音证券简称,,varchar(50),,"","",,,1,,"2024-06-06 17:48:07",,"2024-06-06 17:48:07"
13,"1",SecuMain,1,SecuMarket,证券市场,,int,,"","证券市场(SecuMarket)与(CT_SystemConst)表中的DM字段关联，令LB = 201 AND DM IN (10,12,13,14,15,16,18,49,50,51,52,54,55,56,57,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,83,84,85,86,87,88,89,90,93,94,95,96,99,100,101,102,103,104,105,107,161,210,240,280,310,320,630,631,640,641,650,653,654,655,657,658,659,660,661,662,663,664,66302,66303,66305)，得到证券市场的具体描述：10-上海期货交易所，12-中国银行间外汇市场，13-大连商品交易所，14-上海黄金交易所，15-郑州商品交易所，16-上海票据交易所，18-北京证券交易所，49-澳大利亚证券交易所，50-新西兰证券交易所，51-中国金融期货交易所，52-埃及开罗及亚历山大证券交易所，54-阿根廷布宜诺斯艾利斯证券交易所，55-巴西圣保罗证券交易所，56-墨西哥证券交易所，57-马来西亚吉隆坡证券交易所，66-泰国证券交易所，67-韩国首尔证券交易所，68-东京证券交易所，69-新加坡证券交易所，70-台湾证券交易所，71-柜台交易市场，72-香港联交所，73-一级市场，75-亚洲其他交易所，76-美国证券交易所，77-美国纳斯达克证券交易所，78-纽约证券交易所，79-美国其他交易市场，80-加拿大多伦多证券交易所，81-三板市场，83-上海证券交易所，84-其他市场，85-伦敦证券交易所，86-法国巴黎证券交易所，87-德国法兰克福证券交易所，88-欧洲其他交易所，89-银行间债券市场，90-深圳证券交易所，93-上海银行间同业拆借市场，94-瑞士证券交易所，95-荷兰阿姆斯特丹证券交易所，96-约翰内斯堡证券交易所，99-东京同业拆借市场，100-美国国债回购市场，101-伦敦银行同业拆借市场，102-香港银行同业拆借市场，103-新加坡银行同业拆借市场，104-中国银行同业拆借市场，105-欧元银行同业拆借市场，107-雅加达证券交易所，161-意大利证券交易所，210-印度国家证券交易所，240-西班牙马德里证券交易所，280-菲律宾证券交易所，310-机构间私募产品报价与服务系统，320-俄罗斯莫斯科证券交易所，630-沪市代理深市市场，631-沪市代理港交所市场，640-深市代理沪市市场，641-深市代理港交所市场，650-国际外汇市场(晨星)，653-上海环境能源交易所，654-北京绿色交易所，655-天津碳排放权交易中心，657-湖北碳排放权交易中心，658-重庆碳排放权交易中心，659-四川联合环境交易所，660-广州碳排放权交易所，661-海峡股权交易中心，662-深圳排放权交易所，663-欧洲能源交易所，664-全国碳排放权交易，66302-韩国ETS，66303-加拿大魁北克Cap-and-Trade(CaT)，66305-美国区域温室气体倡议（RGGI）。",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
14,"1",SecuMain,1,SecuCategory,证券类别,,int,,"","证券类别(SecuCategory)与(CT_SystemConst)表中的DM字段关联，令LB = 1177 AND DM IN (1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,55,79,80,211)，得到证券类别的具体描述：1-A股，2-B股，4-大盘，5-国债回购，6-国债现货，7-金融债券，8-开放式基金，9-可转换债券，10-其他，11-企业债券，12-企业债券回购，13-投资基金，14-央行票据，15-深市代理沪市股票，16-沪市代理深市股票，17-资产支持证券，18-资产证券化产品，19-买断式回购，20-衍生权证，21-股本权证，23-商业银行定期存款，24-其他股票，26-收益增长线，27-新质押式回购，28-地方政府债，29-可交换公司债，30-拆借，31-信用风险缓释工具，32-浮息债计息基准利率，33-定期存款凭证，35-大额存款凭证，36-债券借贷，37-存款类机构质押式回购，38-存款类机构信用拆借，39-现货，40-货币对，41-中国存托凭证，42-协议回购，43-三方回购，44-利率互换品种，45-标准利率互换合约，46-报价回购，47-标准化票据，55-优先股，79-深市代理港交所股票，80-沪市代理港交所股票，211-自贸区债。",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
15,"1",SecuMain,1,ListedDate,上市日期,,datetime,,"","",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
16,"1",SecuMain,1,ListedSector,上市板块,,int,,"","上市板块(ListedSector)与(CT_SystemConst)表中的DM字段关联，令LB = 207 AND DM IN (1,2,3,4,5,6,7,8)，得到上市板块的具体描述：1-主板，2-中小企业板，3-三板，4-其他，5-大宗交易系统，6-创业板，7-科创板，8-北交所股票。",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
17,"1",SecuMain,1,ListedState,上市状态,,int,,"","上市状态(ListedState)与(CT_SystemConst)表中的DM字段关联，令LB = 1176 AND DM IN (1,3,5,9)，得到上市状态的具体描述：1-上市，3-暂停，5-终止，9-其他。",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
18,"1",SecuMain,1,ISIN,ISIN代码,,varchar(20),,"","",,,1,,"2024-06-06 17:49:22",,"2024-06-06 17:49:22"
19,"1",SecuMain,1,XGRQ,更新时间,,datetime,,否,"",,,1,,"2024-06-06 17:49:23",,"2024-06-06 17:49:23"
20,"1",SecuMain,1,JSID,JSID,,bigint,,否,"",,,1,,"2024-06-06 17:49:23",,"2024-06-06 17:49:23"
21,"66",LC_EXGINDUSTRY,1,ID,ID,,bigint,,否,"",,,1,,"2024-06-07 15:14:49",,"2024-06-07 15:14:49"
22,"66",LC_EXGINDUSTRY,1,CompanyCode,公司代码,,int,,否,公司代码（CompanyCode）：与“证券主表（SecuMain）”中的“公司代码（CompanyCode）”关联，得到上市公司的交易代码、简称等。,,,1,,"2024-06-07 15:14:49",,"2024-06-07 15:14:49"
23,"66",LC_EXGINDUSTRY,1,InfoPublDate,信息发布日期,,datetime,,否,"",,,1,,"2024-06-07 15:14:49",,"2024-06-07 15:14:49"
24,"66",LC_EXGINDUSTRY,1,InfoSource,信息来源,,varchar(100),,"","",,,1,,"2024-06-07 15:14:49",,"2024-06-07 15:14:49"
25,"66",LC_EXGINDUSTRY,1,Standard,行业划分标准,,int,,否,行业划分标准（Standard）：与“系统常量表”中的“代码（DM）”关联，令“LB=1081”，得到行业划分的具体标准：1-CSRC行业分类2001版(不更新)，3-中信行业分类2010版(不更新)，5-上交所行业分类(不更新)，6-聚源行业分类(旧)(不更新)，7-SSE-GICS行业分类(不更新)，8-聚源行业分类(不更新)，9-申万行业分类2011版(不更新)，11-中银(BOCI)行业分类(不更新)，12-中证指数行业分类2007版(不更新)，13-中信标普GICS行业分类(不更新)，18-证监会行业分类(中证)(不更新)，19-银华自定义行业分类(不更新)，20-国证行业分类，21-新聚源行业分类(不更新)，22-证监会行业分类2012版，23-证监会行业分类2012版(中证披露)，24-申万行业分类2014版(不更新)，28-中证指数行业分类2016版(不更新)，30-聚源行业分类2016版，32-国民经济行业分类(2017)，37-中信行业2019分类，38-申万行业分类(新)，40-中证指数行业分类(2021版)，42-AMAC行业分类，44-中国上市公司协会行业分类。,,,1,,"2024-06-07 15:14:49",,"2024-06-07 15:14:49"
26,"66",LC_EXGINDUSTRY,1,Industry,所属行业,,int,,"",所属行业（Industry）：当Standard=1、8、18时，与“行业表”中的“行业编码（IndustryNum）”关联；当Standard=3、5时，与“系统常量表”的“代码（DM）”关联，“LB=1082”；当Standard=6、13时，与“系统常量表”的“代码（DM）”关联，“LB=1460”；当Standard=7时，与“系统常量表”的“代码（DM）”关联，“LB=1294”；当Standard=9时，与“系统常量表”的“代码（DM）”关联，“LB=1465”；当Standard=24时，与“系统常量表”的“代码（DM）”关联，“LB=1804”；当Standard=19、20、30、32、37、38、40、42、44时，与“行业类别表”的“行业内部编码（IndustryNum）”关联；当Standard=11时，与“系统常量表”的“代码（DM）”关联，“LB=1477”；当Standard=12时，与“系统常量表”的“代码（DM）”关联，“LB=1478”；当Standard=21时，与“系统常量表”的“代码（DM）”关联，“LB=1753”；当Standard=22时，与“系统常量表”的“代码（DM）”关联，“LB=1755”；当Standard=23时，与“系统常量表”的“代码（DM）”关联，“LB=1755”；当Standard=28时，与“系统常量表”的“代码（DM）”关联，“LB=1984”。,,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
27,"66",LC_EXGINDUSTRY,1,IfPerformed,是否执行,,int,,否,是否执行（IfPerformed），该字段固定以下常量：1-是；2-否,,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
28,"66",LC_EXGINDUSTRY,1,CancelDate,取消日期,,datetime,,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
29,"66",LC_EXGINDUSTRY,1,FirstIndustryCode,一级行业代码,,varchar(20),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
30,"66",LC_EXGINDUSTRY,1,FirstIndustryName,一级行业名称,,varchar(100),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
31,"66",LC_EXGINDUSTRY,1,SecondIndustryCode,二级行业代码,,varchar(20),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
32,"66",LC_EXGINDUSTRY,1,SecondIndustryName,二级行业名称,,varchar(100),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
33,"66",LC_EXGINDUSTRY,1,ThirdIndustryCode,三级行业代码,,varchar(20),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
34,"66",LC_EXGINDUSTRY,1,ThirdIndustryName,三级行业名称,,varchar(100),,"","",,,1,,"2024-06-07 15:14:50",,"2024-06-07 15:14:50"
35,"66",LC_EXGINDUSTRY,1,FourthIndustryCode,四级行业代码,,varchar(20),,"","",,,1,,"2024-06-07 15:14:51",,"2024-06-07 15:14:51"
36,"66",LC_EXGINDUSTRY,1,FourthIndustryName,四级行业名称,,varchar(100),,"","",,,1,,"2024-06-07 15:14:51",,"2024-06-07 15:14:51"
37,"66",LC_EXGINDUSTRY,1,InsertTime,发布时间,,datetime,,"","",,,0,,"2024-06-07 15:14:51",,"2024-08-26 17:28:43"
38,"66",LC_EXGINDUSTRY,1,XGRQ,修改日期,,datetime,,否,"",,,1,,"2024-06-07 15:14:51",,"2024-06-07 15:14:51"
39,"66",LC_EXGINDUSTRY,1,JSID,JSID,,bigint,,否,,,,1,,"2024-06-07 15:14:51",,"2024-06-07 15:14:51"
40,"29",LC_BALANCESHEETALL,1,ID,ID,,bigint,"",否,"",,,1,,"2024-06-07 17:02:12",,"2024-06-07 17:02:12"
41,"29",LC_BALANCESHEETALL,1,InfoPublDate,信息发布日期,,datetime,"",否,"",,,1,,"2024-06-07 17:02:12",,"2024-06-07 17:02:12"
42,"29",LC_BALANCESHEETALL,1,InfoSource,信息来源,,varchar(100),"","","",,,1,,"2024-06-07 17:02:12",,"2024-06-07 17:02:12"
43,"29",LC_BALANCESHEETALL,1,InfoSourceCode,信息来源编码,,int,"","",信息来源编码(InfoSourceCode)与(CT_SystemConst)表中的DM字段关联，令LB = 2181，得到信息来源编码的具体描述：110101-定期报告:年度报告，110102-定期报告:半年度报告，110103-定期报告:第一季报，110104-定期报告:第三季报，110105-定期报告:审计报告，110106-定期报告:第二季报，110107-定期报告:第四季报，110108-定期报告:第五季报，110109-定期报告:第二季报（更正后），110110-定期报告:第四季报（更正后），110111-定期报告:第五季报（更正后），110201-定期报告:年度报告(关联方)，110202-定期报告:半年度报告(关联方)，110203-定期报告:第一季报(关联方)，110204-定期报告:第三季报(关联方)，110205-定期报告:审计报告(关联方)，120101-临时公告:审计报告(更正后)，120102-临时公告:年度报告(更正后)，120103-临时公告:半年度报告(更正后)，120104-临时公告:第一季报(更正后)，120105-临时公告:第三季报(更正后)，120106-临时公告:公开转让说明书(更正后)，120107-临时公告:业绩快报，120108-临时公告:业绩快报(更正后)，120109-临时公告:第二季报(更正后)，120110-临时公告:第四季报(更正后)，120201-临时公告:跟踪评级报告，120202-临时公告:同业存单发行计划，120203-临时公告:比较式财务报表，120204-临时公告:关联方，120205-临时公告:其他，120206-临时公告:前期差错更正，120207-临时公告:第一季度报告，120208-临时公告:第二季度报告，120209-临时公告:第三季度报告，120210-临时公告:第四季度报告，120211-临时公告：年度报告，120212-临时公告：半年度报告，120213-临时公告:受托管理人事务报告，120214-临时公告:资产评估报告，120215-临时公告:资产管理报告，120216-临时公告：经营数据公告，120217-临时公告：经营数据公告(更正后），120218-临时公告：主要经营业绩，130101-发行上市书:募集说明书，130102-发行上市书:招股说明书(申报稿)，130103-发行上市书:招股意向书，130104-发行上市书:上市公告书，130105-发行上市书:审阅报告，130106-发行上市书:招股说明书，130107-发行上市书:公开转让说明书，130108-发行上市书:发行公告，130109-发行上市书:审计报告，130110-发行上市书:关联方，130111-发行上市书:其他，130112-发行上市书:招股说明书(上会稿)，130113-发行上市书:招股说明书(注册稿)，140101-发行披露文件:第一季报，140102-发行披露文件:半年度报告，140103-发行披露文件:第三季报，140104-发行披露文件:审计报告，140105-发行披露文件:募集说明书，140106-发行披露文件:跟踪评级报告，140107-发行披露文件:年度报告，140108-发行披露文件:关联方，140109-发行披露文件:预案公告，140110-发行披露文件:转让服务公告书，140111-发行披露文件:备案登记表，140112-发行披露文件:初始信息披露，150101-发债定期报告:第一季报，150102-发债定期报告:半年度报告，150103-发债定期报告:第三季报，150104-发债定期报告:年度报告，150105-发债:其他报告。收起,,,0,,"2024-06-07 17:02:12",,"2024-08-26 17:28:43"
44,"29",LC_BALANCESHEETALL,1,BulletinType,公告类别,,int,"","","公告类别(BulletinType)与(CT_SystemConst)表中的DM字段关联，令LB = 1311 and DM IN (10,20,30,70)，得到公告类别的具体描述：10-发行上市书，20-定期报告，30-业绩快报，70-临时公告。",,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
45,"29",LC_BALANCESHEETALL,1,CompanyCode,公司代码,,int,"",否,公司代码（CompanyCode）：与“证券主表（SecuMain）”中的“公司代码（CompanyCode）”关联，得到上市公司的交易代码、简称等。,,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
46,"29",LC_BALANCESHEETALL,1,EndDate,截止日期,,datetime,"",否,"",,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
47,"29",LC_BALANCESHEETALL,1,IfMerged,是否合并,,int,"",否,"是否合并(IfMerged)与(CT_SystemConst)表中的DM字段关联，令LB = 1189 AND DM IN (1,2)，得到是否合并的具体描述：1-合并，2-母公司。",,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
48,"29",LC_BALANCESHEETALL,1,IfAdjusted,是否调整,,int,"",否,"是否调整(IfAdjusted)与(CT_SystemConst)表中的DM字段关联，令LB = 1188 AND DM IN (1,2,6,7,8)，得到是否调整的具体描述：1-是，2-否，6-一季末调整，7-二季末调整，8-三季末调整。",,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
49,"29",LC_BALANCESHEETALL,1,IfComplete,完整标志,,int,"","",完整标志(IfComplete)与(CT_SystemConst)表中的DM字段关联，令LB = 1444，得到完整标志的具体描述：1-完整报表，2-简表，3-个别字段修正报表。,,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
50,"29",LC_BALANCESHEETALL,1,AccountingStandards,会计准则,,int,"",否,会计准则(AccountingStandards)与(CT_SystemConst)表中的DM字段关联，令LB = 1455，得到会计准则的具体描述：1-新会计准则(2007)，9-旧会计准则。,,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
51,"29",LC_BALANCESHEETALL,1,EnterpriseType,报表格式类型,,int,"",否,报表格式类型(EnterpriseType)：关联系统常量表，LB=1414，DM IN (13-商业银行，31-证券公司，33-信托公司，35-保险公司，39-其他非银行金融机构，99-一般企业)。 本表报表格式类型(EnterpriseType)字段是参照公告原文财务报表披露形式判断得出，并不准确代表企业的实际性质，如需获取企业性质，可通过公司代码（CompanyCode）关联“机构基本资料（LC_InstiArchive）”的公司代码（CompanyCode）获取对应的企业性质(CompanyType)。收起,,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
52,"29",LC_BALANCESHEETALL,1,CashEquivalents,货币资金/现金及存放中央银行款项,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:13",,"2024-06-07 17:02:13"
53,"29",LC_BALANCESHEETALL,1,Cash,其中:货币资金,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:14",,"2024-08-26 17:28:43"
54,"29",LC_BALANCESHEETALL,1,ClientDeposit,其中:货币资金:客户资金存款,,"decimal(19,4)",流动资产模块,"",其中:货币资金:客户资金存款（ClientDeposit）：一般为金融类:证券公司披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
55,"29",LC_BALANCESHEETALL,1,DepositInCentralBank,其中:现金及存放中央银行款项,,"decimal(19,4)",流动资产模块,"",其中:现金及存放中央银行款项（DepositInCentralBank）：：一般为金融类:银行企业披露科目,,,0,,"2024-06-07 17:02:14",,"2024-08-26 17:28:43"
56,"29",LC_BALANCESHEETALL,1,SettlementProvi,结算备付金,,"decimal(19,4)",流动资产模块,"",结算备付金（SettlementProvi）：一般为金融类企业披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
57,"29",LC_BALANCESHEETALL,1,ClientProvi,其中:客户备付金,,"decimal(19,4)",流动资产模块,"",其中:客户备付金（ClientProvi）：一般为金融类:证券公司披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
58,"29",LC_BALANCESHEETALL,1,LendCapital,拆出资金,,"decimal(19,4)",流动资产模块,"",拆出资金（LendCapital）：一般为金融类企业披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
59,"29",LC_BALANCESHEETALL,1,Financing,融出资金,,"decimal(19,4)",流动资产模块,"",融出资金（Financing）：一般为金融类:证券公司披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
60,"29",LC_BALANCESHEETALL,1,DepositInInterbank,存放同业款项,,"decimal(19,4)",流动资产模块,"",存放同业款项（DepositInInterbank）：一般为金融类:银行企业披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
61,"29",LC_BALANCESHEETALL,1,DepositInAssociate,存放联行款项,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:14",,"2024-08-26 17:28:43"
62,"29",LC_BALANCESHEETALL,1,RMetal,贵金属,,"decimal(19,4)",流动资产模块,"",贵金属（RMetal）：一般为金融类企业披露科目,,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
63,"29",LC_BALANCESHEETALL,1,TradingAssets,交易性金融资产合计,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:14",,"2024-06-07 17:02:14"
64,"29",LC_BALANCESHEETALL,1,AmongTradingAssets,其中:交易性金融资产,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:15",,"2024-08-26 17:28:44"
65,"29",LC_BALANCESHEETALL,1,AmongFinAetAtFValTPL,其中:以公允价值计量且其变动计入当期损益的金融资产,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:15",,"2024-08-26 17:28:44"
66,"29",LC_BALANCESHEETALL,1,DerivativeAssets,衍生金融资产,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
67,"29",LC_BALANCESHEETALL,1,RefundableDeposit,存出保证金,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
68,"29",LC_BALANCESHEETALL,1,BillAccReceivable,应收票据及应收账款,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
69,"29",LC_BALANCESHEETALL,1,BillReceivable,其中:应收票据,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
70,"29",LC_BALANCESHEETALL,1,AccountReceivable,其中:应收账款,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
71,"29",LC_BALANCESHEETALL,1,ReceivablesFin,应收款项融资,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
72,"29",LC_BALANCESHEETALL,1,AdvancePayment,预付款项,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
73,"29",LC_BALANCESHEETALL,1,InsuranceReceivables,应收保费,,"decimal(19,4)",流动资产模块,"",应收保费（InsuranceReceivables）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:15",,"2024-06-07 17:02:15"
74,"29",LC_BALANCESHEETALL,1,ReceivableSubrogationFee,应收代位追偿款,,"decimal(19,4)",流动资产模块,"",应收代位追偿款（ReceivableSubrogationFee）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
75,"29",LC_BALANCESHEETALL,1,ReinsuranceReceivables,应收分保账款,,"decimal(19,4)",流动资产模块,"",应收分保账款（ReinsuranceReceivables）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
76,"29",LC_BALANCESHEETALL,1,ResReiReceContracts,应收分保合同准备金,,"decimal(19,4)",流动资产模块,"",应收分保合同准备金（ResReiReceContracts）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
77,"29",LC_BALANCESHEETALL,1,ReceivableUnearnedR,其中:应收分保未到期责任准备金,,"decimal(19,4)",流动资产模块,"",其中:应收分保未到期责任准备金（ReceivableUnearnedR）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
78,"29",LC_BALANCESHEETALL,1,ReceivableClaimsR,其中:应收分保未决赔款准备金,,"decimal(19,4)",流动资产模块,"",其中:应收分保未决赔款准备金（ReceivableClaimsR）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
79,"29",LC_BALANCESHEETALL,1,ReceivableLifeR,其中:应收分保寿险责任准备金,,"decimal(19,4)",流动资产模块,"",其中:应收分保寿险责任准备金（ReceivableLifeR）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
80,"29",LC_BALANCESHEETALL,1,ReceivableLTHealthR,其中:应收分保长期健康险责任准备金,,"decimal(19,4)",流动资产模块,"",其中:应收分保长期健康险责任准备金（ReceivableLTHealthR）：一般为金融类:保险公司披露科目,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
81,"29",LC_BALANCESHEETALL,1,OtherReceivableED,其他应收款(含利息和股利),,"decimal(19,4)",流动资产模块,"",其他应收款(含利息和股利)（OtherReceivableED）：根据财政部2019.1.22发布的《关于修订印发2018年度合并财务报表格式的通知》，将'应收利息'及 '应收股利'的金额并入'其他应收款'进行披露。为同财政部新报表格式保持一致，2019.1.22起，若原文仅披露'其他应收款'，则处理进'其他应收款（含利息和股利）'，若原文同时披露'其他应收款'、'应收利息'与'应收股利'，则处理进对应的字段，'其他应收款（含利息和股利）'通过计算逻辑赋值。历史报告期的'其他应收款'、'应收利息'与'应收股利'维持原规则，按照原文披露展示，其他应收款（含利息和股利）=其他应收款+应收利息+应收股利。收起,,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
82,"29",LC_BALANCESHEETALL,1,OtherReceivable,其中:其他应收款,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
83,"29",LC_BALANCESHEETALL,1,DividendReceivable,其中:应收股利,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:16",,"2024-06-07 17:02:16"
84,"29",LC_BALANCESHEETALL,1,InterestReceivable,其中:应收利息,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:17",,"2024-06-07 17:02:17"
85,"29",LC_BALANCESHEETALL,1,FinLeaseReceivable,应收融资租赁款,,"decimal(19,4)",流动资产模块,"",应收融资租赁款（FinLeaseReceivable）：一般为金融类企业披露科目,,,1,,"2024-06-07 17:02:17",,"2024-06-07 17:02:17"
86,"29",LC_BALANCESHEETALL,1,Receivables,应收款项,,"decimal(19,4)",流动资产模块,"",应收款项（Receivables）：一般为金融类企业披露科目,,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
87,"29",LC_BALANCESHEETALL,1,CashDepositReceive,应收货币保证金,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
88,"29",LC_BALANCESHEETALL,1,PledgDepositReceive,应收质押保证金,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
89,"29",LC_BALANCESHEETALL,1,SettlementReceive,应收结算担保金,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
90,"29",LC_BALANCESHEETALL,1,RiskOfLossReceive,应收风险损失款,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
91,"29",LC_BALANCESHEETALL,1,FeeCommissionReceive,应收手续费及佣金,,"decimal(19,4)",流动资产模块,"","",,,0,,"2024-06-07 17:02:17",,"2024-08-26 17:28:44"
92,"29",LC_BALANCESHEETALL,1,BoughtSellbackAssets,买入返售金融资产,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:17",,"2024-06-07 17:02:17"
93,"29",LC_BALANCESHEETALL,1,Inventories,存货,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:17",,"2024-06-07 17:02:17"
94,"29",LC_BALANCESHEETALL,1,BearerBiologicalAssets,其中:消耗性生物资产,,"decimal(19,4)",流动资产模块,"","",,,1,,"2024-06-07 17:02:17",,"2024-06-07 17:02:17"
