"ID","TABLE_HCODE","TABLE_ENAME","IS_DISPLAY","COLUMN_ENAME","COLUMN_CNAME","DISPLAY_ALIAS","COLUMN_TYPE","COLUMN_CATEGORY","COLUMN_NULLABLE","COLUMN_DESC","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME"
1376,"207",LC_STIBMAININDEX,1,LongAssetFitRate,长期资产适合率,,"decimal(18,4)",八、资本结构,"",长期资产适合率（LongAssetFitRate）＝（所有者权益+长期负债）/（固定资产净值+长期股权投资+可供出售金融资产+持有至到期投资），金融类企业不计算。,,,1,,"2024-06-12 14:39:06",,"2024-06-12 14:39:06"
1377,"207",LC_STIBMAININDEX,1,TotalCLiaToSEWMI,流动负债权益比率(%),,"decimal(18,4)",八、资本结构,"","流动负债权益比率(%)(TotalCLiaToSEWMI)=流动负债合计/归属于母公司股东的权益合计*100%,金融类企业不计算。",,,1,,"2024-06-12 14:39:06",,"2024-06-12 14:39:06"
1378,"207",LC_STIBMAININDEX,1,TotalNonCLiaToSEWMI,非流动负债权益比率(%),,"decimal(18,4)",八、资本结构,"","非流动负债权益比率(%)(TotalNonCLiaToSEWMI)=非流动负债合计/归属于母公司股东的权益合计*100%,金融类企业不计算。",,,1,,"2024-06-12 14:39:06",,"2024-06-12 14:39:06"
1379,"207",LC_STIBMAININDEX,1,TotalNonCurLiaToSEWMI,长期资本负债率(%),,"decimal(18,4)",八、资本结构,"","长期资本负债率(%)(TotalNonCurLiaToSEWMI)=非流动负债合计／（非流动负债合计+归属母公司所有者权益(或股东权益)合计）*100%,金融类企业不计算。",,,1,,"2024-06-12 14:39:06",,"2024-06-12 14:39:06"
1380,"207",LC_STIBMAININDEX,1,TotalNonCurAToSEWMI,资本固定化比率(%),,"decimal(18,4)",八、资本结构,"","资本固定化比率(%)(TotalNonCurAToSEWMI)=非流动资产合计／归属母公司所有者权益(或股东权益)合计*100%,金融类企业不计算。",,,1,,"2024-06-12 14:39:06",,"2024-06-12 14:39:06"
1381,"207",LC_STIBMAININDEX,1,OperatingNIToTP,经营活动净收益/利润总额(%),,"decimal(18,4)",九、收益质量,"",经营活动净收益／利润总额（OperatingNIToTP）＝经营活动净收益／利润总额*100%，“经营活动净收益”的计算方法见 NOCFToOperatingNI[经营活动产生的现金流量净额/经营活动净收益（%）。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1382,"207",LC_STIBMAININDEX,1,OperatingMIToTPTTM,经营活动净收益/利润总额_TTM(%),,"decimal(18,4)",九、收益质量,"",经营活动净收益／利润总额_TTM（OperatingMIToTPTTM）＝经营活动净收益(TTM)／利润总额(TTM)*100%,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1383,"207",LC_STIBMAININDEX,1,InvestRAssociatesToTP,对联营合营公司投资收益/利润总额(%),,"decimal(18,4)",九、收益质量,"",对联营合营公司投资收益/利润总额(%)(InvestRAssociatesToTP)=对联营合营公司投资收益/利润总额*100%。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1384,"207",LC_STIBMAININDEX,1,InvRAssociatesToTPTTM,对联营合营公司投资收益/利润总额_TTM(%),,"decimal(18,4)",九、收益质量,"",对联营合营公司投资收益/利润总额_TTM(%)(InvRAssociatesToTPTTM)=对联营合营公司投资收益(TTM)/利润总额(TTM)*100%。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1385,"207",LC_STIBMAININDEX,1,ValueChangeNIToTP,价值变动净收益/利润总额(%),,"decimal(18,4)",九、收益质量,"",价值变动净收益／利润总额（ValueChangeNIToTP）＝价值变动净收益／利润总额*100%；其中，价值变动净收益=投资净收益+公允价值变动净收益+汇兑收益。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1386,"207",LC_STIBMAININDEX,1,ValueChangeNIToTPTTM,价值变动净收益/利润总额_TTM(%),,"decimal(18,4)",九、收益质量,"",价值变动净收益／利润总额_TTM（ValueChangeNIToTPTTM）＝价值变动净收益(TTM)／利润总额(TTM)*100%。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1387,"207",LC_STIBMAININDEX,1,NetNonOperaIncomeToTP,营业外收支净额/利润总额(%),,"decimal(18,4)",九、收益质量,"",营业外收支净额/利润总额（NetNonOperaIncomeToTP）＝(营业外收入-营业外支出)/利润总额*100%。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1388,"207",LC_STIBMAININDEX,1,NetNonOIToTPTTM,营业外收支净额/利润总额_TTM(%),,"decimal(18,4)",九、收益质量,"",营业外收支净额/利润总额_TTM(%)(NetNonOIToTPTTM)＝营业外收支净额(TTM)/利润总额(TTM)*100%。,,,1,,"2024-06-12 14:39:07",,"2024-06-12 14:39:07"
1389,"207",LC_STIBMAININDEX,1,TaxesToTP,所得税/利润总额(%),,"decimal(18,4)",九、收益质量,"",所得税/利润总额(%)(TaxesToTP)=所得税/利润总额*100%。,,,1,,"2024-06-12 14:39:08",,"2024-06-12 14:39:08"
1390,"207",LC_STIBMAININDEX,1,NPCutToTP,扣除非经常损益后的归母净利润/净利润(%),,"decimal(18,4)",九、收益质量,"",扣除非经常损益后的净利润／净利润（NPCutToTP）＝扣除非经常损益后的净利润／净利润*100%，其中，“扣除非经常损益后的净利润”取定期报告公布值；若无披露，则由“归属于母公司的净利润-非经常性损益”计算得到。,,,1,,"2024-06-12 14:39:08",,"2024-06-12 14:39:08"
1391,"207",LC_STIBMAININDEX,1,ToProfToOperProfitTTM,营业利润/利润总额_TTM(%),,"decimal(18,4)",九、收益质量,"",营业利润/利润总额_TTM(%)(ToProfToOperProfitTTM)=营业利润(TTM)/利润总额(TTM)*100%。,,,1,,"2024-06-12 14:39:09",,"2024-06-12 14:39:09"
1392,"207",LC_STIBMAININDEX,1,ToProfToOperRevenueTTM,利润总额/营业收入_TTM(%),,"decimal(18,4)",九、收益质量,"",利润总额/营业收入_TTM(%)(ToProfToOperRevenueTTM)=利润总额(TTM)/营业收入(TTM)*100%。,,,1,,"2024-06-12 14:39:09",,"2024-06-12 14:39:09"
1393,"207",LC_STIBMAININDEX,1,EquityMultipler_DuPont,权益乘数_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",权益乘数_杜邦分析（EquityMultipler_DuPont）＝（期初资产总额+期末资产总额）/（期初归属于母公司股东的权益+期末归属于母公司股东的权益）*100%。,,,1,,"2024-06-12 14:39:09",,"2024-06-12 14:39:09"
1394,"207",LC_STIBMAININDEX,1,DebtEquityRatio_DuPont,产权比率_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",产权比率_杜邦分析(%)(DebtEquityRatio_DuPont)=（期初负债合计+期末负债合计）/（期初归属母公司所有者权益(或股东权益)合计+期末归属母公司所有者权益(或股东权益)合计）*100%。,,,1,,"2024-06-12 14:39:09",,"2024-06-12 14:39:09"
1395,"207",LC_STIBMAININDEX,1,NPPCToNP_DuPont,归属母公司股东的净利润/净利润(%)_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",归属母公司股东的净利润/净利润(%)(NPPCToNP_DuPont)=归属母公司股东的净利润/净利润*100%。,,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1396,"207",LC_STIBMAININDEX,1,NPToTOR_DuPont,净利润/营业总收入_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",净利润/营业总收入(%)(NPToTOR_DuPont):净利润/营业总收入*100%；金融类企业不计算。,,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1397,"207",LC_STIBMAININDEX,1,NPToTP_DuPont,净利润/利润总额(%)_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",净利润/利润总额(%)(NPToTP_DuPont)=净利润/利润总额*100%。,,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1398,"207",LC_STIBMAININDEX,1,TPToEBIT_DuPont,利润总额/息税前利润(%)_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",利润总额/息税前利润(%)(TPToEBIT_DuPont)=利润总额/息税前利润*100%，“息税前利润”计算方法见EBIT[息税前利润(元)；金融类企业不计算。,,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1399,"207",LC_STIBMAININDEX,1,EBITToTOR_DuPont,息税前利润/营业总收入_杜邦分析(%),,"decimal(18,4)",十、杜邦分析,"",息税前利润/营业总收入(%)(EBITToTOR_DuPont):息税前利润/营业总收入*100%，“息税前利润”计算方法见EBIT[息税前利润(元)；金融类企业不计算。,,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1400,"207",LC_STIBMAININDEX,1,InsertTime,发布时间,,datetime,"",否,"",,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1401,"207",LC_STIBMAININDEX,1,UpdateTime,更新时间,,datetime,"",否,"",,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1402,"207",LC_STIBMAININDEX,1,JSID,JSID,,bigint,"",否,"",,,1,,"2024-06-12 14:39:10",,"2024-06-12 14:39:10"
1403,"208",LC_STIBPERFORMANCE,1,ID,ID,,bigint,"",否,"",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1404,"208",LC_STIBPERFORMANCE,1,InnerCode,证券内部编码,,int,"",否,证券内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到证券的交易代码、简称等。,,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1405,"208",LC_STIBPERFORMANCE,1,TradingDay,交易日,,datetime,"",否,"",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1406,"208",LC_STIBPERFORMANCE,1,Ifsuspend,是否停牌,,int,"","","是否停牌(Ifsuspend)与(CT_SystemConst)表中的DM字段关联，令LB = 999 and DM in (1,2)，得到是否停牌的具体描述：1-是，2-否。",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1407,"208",LC_STIBPERFORMANCE,1,PrevClosePrice,昨收盘(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1408,"208",LC_STIBPERFORMANCE,1,OpenPrice,今开盘(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1409,"208",LC_STIBPERFORMANCE,1,HighPrice,最高价(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1410,"208",LC_STIBPERFORMANCE,1,LowPrice,最低价(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:11",,"2024-06-12 14:39:11"
1411,"208",LC_STIBPERFORMANCE,1,ClosePrice,收盘价(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1412,"208",LC_STIBPERFORMANCE,1,TurnoverVolume,成交量(股/份),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1413,"208",LC_STIBPERFORMANCE,1,TurnoverValue,成交金额(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1414,"208",LC_STIBPERFORMANCE,1,ChangePCT,涨跌幅(%),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1415,"208",LC_STIBPERFORMANCE,1,RangePCT,振幅(%),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1416,"208",LC_STIBPERFORMANCE,1,TurnoverRate,换手率(%),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1417,"208",LC_STIBPERFORMANCE,1,TurnoverRateFreeFloat,换手率_自由流通股本(%),,"decimal(19,4)",日表现,"","",,,0,,"2024-06-12 14:39:12",,"2024-08-26 17:28:51"
1418,"208",LC_STIBPERFORMANCE,1,AvgPrice,成交均价(元),,"decimal(19,4)",日表现,"","",,,1,,"2024-06-12 14:39:12",,"2024-06-12 14:39:12"
1419,"208",LC_STIBPERFORMANCE,1,TurnoverValueRW,周成交金额(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1420,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeRW,周成交量(股/份),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1421,"208",LC_STIBPERFORMANCE,1,ChangePCTRW,周涨跌幅(%),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1422,"208",LC_STIBPERFORMANCE,1,RangePCTRW,周振幅(%),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1423,"208",LC_STIBPERFORMANCE,1,TurnoverRateRW,周换手率(%),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1424,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTRW,周换手率_自由流通股本(%),,"decimal(19,4)",近一周表现,"","",,,0,,"2024-06-12 14:39:13",,"2024-08-26 17:28:51"
1425,"208",LC_STIBPERFORMANCE,1,AvgPriceRW,周成交均价(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1426,"208",LC_STIBPERFORMANCE,1,HighPriceRW,周最高价(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1427,"208",LC_STIBPERFORMANCE,1,LowPriceRW,周最低价(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:13",,"2024-06-12 14:39:13"
1428,"208",LC_STIBPERFORMANCE,1,HighestClosePriceRW,周收盘最高价(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1429,"208",LC_STIBPERFORMANCE,1,LowestClosePriceRW,周收盘最低价(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1430,"208",LC_STIBPERFORMANCE,1,TurnoverValuePerDayRW,周日均成交金额(元),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1431,"208",LC_STIBPERFORMANCE,1,TurnoverRatePerDayRW,周日均换手率(%),,"decimal(19,4)",近一周表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1432,"208",LC_STIBPERFORMANCE,1,TurnoverRatePDFFTRW,周日均换手率_自由流通股本(%),,"decimal(19,4)",近一周表现,"","",,,0,,"2024-06-12 14:39:14",,"2024-08-26 17:28:51"
1433,"208",LC_STIBPERFORMANCE,1,TurnoverValueTW,本周以来成交金额(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1434,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeTW,本周以来成交量(股/份),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1435,"208",LC_STIBPERFORMANCE,1,ChangePCTTW,本周以来涨跌幅(%),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:14",,"2024-06-12 14:39:14"
1436,"208",LC_STIBPERFORMANCE,1,RangePCTTW,本周以来振幅(%),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1437,"208",LC_STIBPERFORMANCE,1,TurnoverRateTW,本周以来换手率(%),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1438,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTTW,本周以来换手率_自由流通股本(%),,"decimal(19,4)",本周以来表现,"","",,,0,,"2024-06-12 14:39:15",,"2024-08-26 17:28:52"
1439,"208",LC_STIBPERFORMANCE,1,AvgPriceTW,本周以来成交均价(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1440,"208",LC_STIBPERFORMANCE,1,HighPriceTW,本周以来最高价(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1441,"208",LC_STIBPERFORMANCE,1,LowPriceTW,本周以来最低价(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1442,"208",LC_STIBPERFORMANCE,1,HighestClosePriceTW,本周以来收盘最高价(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1443,"208",LC_STIBPERFORMANCE,1,LowestClosePriceTW,本周以来收盘最低价(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:15",,"2024-06-12 14:39:15"
1444,"208",LC_STIBPERFORMANCE,1,TurnoverValuePerDayTW,本周以来日均成交金额(元),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1445,"208",LC_STIBPERFORMANCE,1,TurnoverRatePerDayTW,本周以来日均换手率(%),,"decimal(19,4)",本周以来表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1446,"208",LC_STIBPERFORMANCE,1,TurnoverRatePDFFTTW,本周以来日均换手率_自由流通股本(%),,"decimal(19,4)",本周以来表现,"","",,,0,,"2024-06-12 14:39:16",,"2024-08-26 17:28:52"
1447,"208",LC_STIBPERFORMANCE,1,TurnoverValueRM,月成交金额(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1448,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeRM,月成交量(股/份),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1449,"208",LC_STIBPERFORMANCE,1,ChangePCTRM,月涨跌幅(%),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1450,"208",LC_STIBPERFORMANCE,1,RangePCTRM,月振幅(%),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1451,"208",LC_STIBPERFORMANCE,1,TurnoverRateRM,月换手率(%),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1452,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTRM,月换手率_自由流通股本(%),,"decimal(19,4)",近一月表现,"","",,,0,,"2024-06-12 14:39:16",,"2024-08-26 17:28:52"
1453,"208",LC_STIBPERFORMANCE,1,AvgPriceRM,月成交均价(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:16",,"2024-06-12 14:39:16"
1454,"208",LC_STIBPERFORMANCE,1,HighPriceRM,月最高价(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1455,"208",LC_STIBPERFORMANCE,1,LowPriceRM,月最低价(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1456,"208",LC_STIBPERFORMANCE,1,HighestClosePriceRM,月收盘最高价(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1457,"208",LC_STIBPERFORMANCE,1,LowestClosePriceRM,月收盘最低价(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1458,"208",LC_STIBPERFORMANCE,1,TurnoverValuePerDayRM,月日均成交金额(元),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1459,"208",LC_STIBPERFORMANCE,1,TurnoverRatePerDayRM,月日均换手率(%),,"decimal(19,4)",近一月表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1460,"208",LC_STIBPERFORMANCE,1,TurnoverRatePDFFTRM,月日均换手率_自由流通股本(%),,"decimal(19,4)",近一月表现,"","",,,0,,"2024-06-12 14:39:17",,"2024-08-26 17:28:52"
1461,"208",LC_STIBPERFORMANCE,1,TurnoverValueTM,本月以来成交金额(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1462,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeTM,本月以来成交量(股/份),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:17",,"2024-06-12 14:39:17"
1463,"208",LC_STIBPERFORMANCE,1,ChangePCTTM,本月以来涨跌幅(%),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1464,"208",LC_STIBPERFORMANCE,1,RangePCTTM,本月以来振幅(%),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1465,"208",LC_STIBPERFORMANCE,1,TurnoverRateTM,本月以来换手率(%),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1466,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTTM,本月以来换手率_自由流通股本(%),,"decimal(19,4)",本月以来表现,"","",,,0,,"2024-06-12 14:39:18",,"2024-08-26 17:28:52"
1467,"208",LC_STIBPERFORMANCE,1,AvgPriceTM,本月以来成交均价(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1468,"208",LC_STIBPERFORMANCE,1,HighPriceTM,本月以来最高价(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1469,"208",LC_STIBPERFORMANCE,1,LowPriceTM,本月以来最低价(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1470,"208",LC_STIBPERFORMANCE,1,HighestClosePriceTM,本月以来收盘最高价(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1471,"208",LC_STIBPERFORMANCE,1,LowestClosePriceTM,本月以来收盘最低价(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1472,"208",LC_STIBPERFORMANCE,1,TurnoverValuePerDayTM,本月以来日均成交金额(元),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:18",,"2024-06-12 14:39:18"
1473,"208",LC_STIBPERFORMANCE,1,TurnoverRatePerDayTM,本月以来日均换手率(%),,"decimal(19,4)",本月以来表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1474,"208",LC_STIBPERFORMANCE,1,TurnoverRatePDFFTTM,本月以来日均换手率_自由流通股本(%),,"decimal(19,4)",本月以来表现,"","",,,0,,"2024-06-12 14:39:19",,"2024-08-26 17:28:52"
1475,"208",LC_STIBPERFORMANCE,1,TurnoverValueRMThree,三个月成交金额(元),,"decimal(19,4)",近三个月表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1476,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeRMThree,三个月成交量(股/份),,"decimal(19,4)",近三个月表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1477,"208",LC_STIBPERFORMANCE,1,ChangePCTRMThree,三个月涨跌幅(%),,"decimal(19,4)",近三个月表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1478,"208",LC_STIBPERFORMANCE,1,RangePCTRMThree,三个月振幅(%),,"decimal(19,4)",近三个月表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1479,"208",LC_STIBPERFORMANCE,1,TurnoverRateRMThree,三个月换手率(%),,"decimal(19,4)",近三个月表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1480,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTRMThree,三个月换手率_自由流通股本(%),,"decimal(19,4)",近三个月表现,"","",,,0,,"2024-06-12 14:39:19",,"2024-08-26 17:28:52"
1481,"208",LC_STIBPERFORMANCE,1,TurnoverValueRMSix,六个月成交金额(元),,"decimal(19,4)",近半年表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1482,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeRMSix,六个月成交量(股/份),,"decimal(19,4)",近半年表现,"","",,,1,,"2024-06-12 14:39:19",,"2024-06-12 14:39:19"
1483,"208",LC_STIBPERFORMANCE,1,ChangePCTRMSix,六个月涨跌幅(%),,"decimal(19,4)",近半年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1484,"208",LC_STIBPERFORMANCE,1,RangePCTRMSix,六个月振幅(%),,"decimal(19,4)",近半年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1485,"208",LC_STIBPERFORMANCE,1,TurnoverRateRMSix,六个月换手率(%),,"decimal(19,4)",近半年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1486,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTRMSix,六个月换手率_自由流通股本(%),,"decimal(19,4)",近半年表现,"","",,,0,,"2024-06-12 14:39:20",,"2024-08-26 17:28:52"
1487,"208",LC_STIBPERFORMANCE,1,TurnoverValueRY,近一年成交金额(元),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1488,"208",LC_STIBPERFORMANCE,1,TurnoverVolumeRY,近一年成交量(股/份),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1489,"208",LC_STIBPERFORMANCE,1,ChangePCTRY,近一年涨跌幅(%),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1490,"208",LC_STIBPERFORMANCE,1,RangePCTRY,近一年振幅(%),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1491,"208",LC_STIBPERFORMANCE,1,TurnoverRateRY,近一年换手率(%),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:20",,"2024-06-12 14:39:20"
1492,"208",LC_STIBPERFORMANCE,1,TurnoverRateFFTRY,近一年换手率_自由流通股本(%),,"decimal(19,4)",近一年表现,"","",,,0,,"2024-06-12 14:39:20",,"2024-08-26 17:28:52"
1493,"208",LC_STIBPERFORMANCE,1,AvgPriceRY,近一年成交均价(元),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:21",,"2024-06-12 14:39:21"
1494,"208",LC_STIBPERFORMANCE,1,HighPriceRY,近一年最高价(元),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:21",,"2024-06-12 14:39:21"
1495,"208",LC_STIBPERFORMANCE,1,LowPriceRY,近一年最低价(元),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:21",,"2024-06-12 14:39:21"
1496,"208",LC_STIBPERFORMANCE,1,HighestClosePriceRY,近一年收盘最高价(元),,"decimal(19,4)",近一年表现,"","",,,1,,"2024-06-12 14:39:21",,"2024-06-12 14:39:21"
