"ID","DOMAIN_HCODE","DOMAIN_CNAME","TABLE_HCODE","TABLE_ENAME","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME"
42,"20504",基金经理持仓,"10026",FUND_MANAGER_INDUSTRY_CHANGE_Q,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
43,"20504",基金经理持仓,"10029",FUND_MANAGER_STOCK_CHANGE_HY,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
44,"20504",基金经理持仓,"10030",FUND_MANAGER_STOCK_CHANGE_Q,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
45,"20504",基金经理持仓,"10031",FUND_MANAGER_STOCK_PORTFOLIO_HY,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
46,"20504",基金经理持仓,"10032",FUND_MANAGER_STOCK_PORTFOLIO_Q,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
47,"20504",基金经理持仓,"10033",FUND_MANAGER_TOP10_STOCK_CHANGE_HY,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
48,"20504",基金经理持仓,"10034",FUND_MANAGER_TOP10_STOCK_CHANGE_Q,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
49,"20504",基金经理持仓,"10035",FUND_MANAGER_TRACK_HOLDING,,,1,,"2024-10-17 15:31:27",,"2024-10-17 15:31:27"
50,"20503",基金经理基本信息,"10001",FUND_MANAGER_INFO,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
51,"20503",基金经理基本信息,"10028",FUND_MANAGER_OPINION,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
52,"20503",基金经理基本信息,"10036",FUND_MANAGER_TURNOVER_RATE,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
53,"20503",基金经理基本信息,"10024",FUND_MANAGER_ASSET_ALLOCATION,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
54,"20505",基金经理净值,"10027",FUND_MANAGER_NET_VALUE,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
55,"207",题材,"329",MDB_ENTITY_CONCEPT,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
56,"207",题材,"330",CONCEPT_STK,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
57,"10101",主板财务,"30165",VIEW_STK_BALA_GEN,,,1,,"2024-10-17 15:31:28",,"2025-01-23 16:24:46"
58,"10101",主板财务,"30166",VIEW_STK_CASH_GEN,,,1,,"2024-10-17 15:31:28",,"2025-01-23 16:24:46"
59,"10101",主板财务,"30121",STK_EQT_CHNG,,,1,,"2024-10-17 15:31:28",,"2024-10-17 15:31:28"
60,"10101",主板财务,"30167",VIEW_STK_INCOME_GEN,,,1,,"2024-10-17 15:31:28",,"2025-01-23 16:24:47"
61,"10101",主板财务,"30171",VIEW_STK_FIN_IDX,,,1,,"2024-10-17 15:31:29",,"2025-01-23 16:24:47"
62,"10101",主板财务,"30143",ANA_STK_QTR_IDX,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
63,"10101",主板财务,"30144",ANA_STK_VAL_IDX,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
64,"10101",主板财务,"30174",VIEW_STK_INCOME_GEN_QTR,,,1,,"2024-10-17 15:31:29",,"2025-01-23 16:24:47"
65,"10102",主板分红,"30117",STK_DIV_INFO,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
66,"10102",主板分红,"30125",STK_LIST_ORG,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
67,"10102",主板分红,"30118",STK_DIV_STAT,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
68,"10103",主板股本股东,"30133",STK_SHR_STRU,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
69,"10103",主板股本股东,"30134",STK_SHR_STRU_CHNG,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
70,"10103",主板股本股东,"30132",GET_STK_SHR_CLS_DTL,,,1,,"2024-10-17 15:31:29",,"2025-01-15 09:52:16"
71,"10104",主板行情,"30126",STK_MKT,,,1,,"2024-10-17 15:31:29",,"2024-10-17 15:31:29"
72,"10104",主板行情,"30142",ANA_STK_EXPR_IDX,,,1,,"2024-10-17 15:31:30",,"2024-10-17 15:31:30"
74,"10104",主板行情,"30057",MARGIN_TRD_DTL,,,1,,"2024-10-17 15:32:12",,"2024-10-17 15:32:12"
75,"10105",主板基本信息,"30127",STK_MNG_POST,,,1,,"2024-10-17 15:32:12",,"2024-10-17 15:32:12"
76,"10105",主板基本信息,"30151",STK_HUMAN_RESOURCE,,,1,,"2024-10-17 15:32:12",,"2024-10-17 15:32:12"
